Date,Height,TokenQty,TXID,Vout
2020-05-31T01:09:54.000Z,637461,0.35480425,2542c66b99e1455040cc7ffe90deb5083b7645af33ad59feff5ca703c0a47e33,1
2020-05-30T23:37:47.000Z,637459,0.35589361,9278e6bac052c3dae481f30d73a2dbed0f8e8606ea8758b8f1b27cf75761cbfc,1
2020-05-30T23:23:14.000Z,637458,0.35698296,30d72c257fb90dd1d7d22311684c7e33e2a4088481cea2f791d995702d328686,1
2020-05-30T22:52:40.000Z,637457,0.36308248,0819db6714b3fd086f11edf50355284723eb5e4b2f553f5b6fd49c5f6a54107a,1
2020-05-30T22:52:40.000Z,637457,0.36493614,8c0f6bb746e28294c171b959841e60db350027765d337f513cb1e7eb3f2977b7,1
2020-05-30T16:07:07.000Z,637419,0.36820277,c42ebc77772a1a7e9749cfd7cf6ac66a380794c4b6bf2f7d6a967dbcb1f8c7c7,1
2020-05-30T05:55:49.000Z,637363,0.413931,c6eb44669ec02b995be82b7b84e51e85cdf925dccbbaae94e363174d5c41b348,1
2020-05-30T05:32:49.000Z,637358,0.37136414,124ffbbd2d42abefdd02a3ec682c28a2b7b5fe47543c0446a2250d0d74b22955,1
2020-05-30T03:56:26.000Z,637339,0.37767958,94ce573b46ce3a6487e6876406017d09273c622066b042de7d0832cfa5907548,1
2020-05-30T03:46:49.000Z,637337,0.37833591,12fb274a591d3300523b13f07e3ad2eca8031e1f0c4ce7c316908f258c12852e,1
2020-05-29T08:34:17.000Z,637222,0.37517832,f5c11edc97354935f2796dfb42bacd124827082ab9121da288806e5039d0d558,1
2020-05-29T08:31:11.000Z,637221,0.37529023,2052cf5f5203ffcdd62d33119d337dfbd777609ef897bce1d0bb6c4fe9cfe20c,1
2020-05-29T08:31:11.000Z,637221,0.37442227,299d7a7f790c2cf2fb7d983b873271926e4282cd5121ec68f1a1848a103ba613,1
2020-05-29T07:21:21.000Z,637217,0.37387981,535ca32b6391828a23637c738c0b26a102d7b55ba2d756c3c9a7bde3e921e185,1
2020-05-29T05:35:19.000Z,637205,0.37540464,87bee0a54bba8c9aaa7ba43045552c98f2757f7dab204b76e1b91ed5a020a5d9,1
2020-05-29T04:40:29.000Z,637198,0.37279354,7aeb78587c4dc2c47d58307218917a68fa0ff63dac6094d2e4c66a82cfe13cfc,1
2020-05-29T04:10:13.000Z,637191,0.37279545,e4e5e6bf990ec0fb47380d4b16eb8160803a3ceb342222784513667b97e878d0,1
2020-05-28T19:02:04.000Z,637156,0.38020107,86aac73f8382d3e2e4244d54d329baf0f6a4d2cda8a3bba3d288cc66b10d26d9,1
2020-05-28T01:42:46.000Z,637025,0.42408123,04efb61911d0c9647954669ba96d6fa8c49bae92e31baa451fac9706f77ce050,1
2020-05-26T20:10:58.000Z,636859,0.39980253,58144654b63a39d2ae477d58daf9fcf381233d9d09a78ecc1be1f1a2ca4d7eb7,1
2020-05-26T20:10:58.000Z,636859,0.83750573,7140bc9f84368b2530a9a3fbb234cbffdb80c95993cda17591656b435ee44049,1
2020-05-26T17:19:14.000Z,636854,47.90728596,911c324440209c6561b4e8f6f99df79190bbda56b3fd8958303bf84b1fc930c8,1
2020-05-25T19:30:53.000Z,636715,237.00143172,4b34b9f48827adbc6c0e30404d3f0be3799449b5272e393d5e153b3599fe20b4,1
2020-05-25T08:58:57.000Z,636673,0.40424103,2c5a574f619972f2a95cc2a34e0d4b94ef47784ccc27769937b260c065e7145a,1
2020-05-24T18:05:29.000Z,636561,0.40590919,9a518f4204b987e5871f52eda0ce0bd97d099034edacce22153f837c34863fc0,1
2020-05-24T16:24:21.000Z,636555,0.40457882,0950956210c14d286c10886f6b713d7a732d98fda3dc2ccd87e20a3db00cf7ef,1
2020-05-24T15:23:26.000Z,636553,0.40291408,8fe72bc9fbb0b0f47d156dfc04c9ea22d0b5c6a61ba34cf291b5f14a6a03f097,1
2020-05-24T15:23:26.000Z,636553,0.40425026,c35789444aa5d380d310fe7e9ee51fe6405dea6e5e1d33a0356a80770b771945,1
2020-05-24T06:17:39.000Z,636504,0.38892646,96c68ecdadf54984ed2e7e48b2e895f0401684fb3297c3c612c850ccbde44515,1
2020-05-24T06:02:03.000Z,636502,0.38892855,e4ec6450969d812311d916b014363b8b7af8839819623771533c41596d587205,1
2020-05-24T05:39:38.000Z,636498,0.38904171,69c2179467eb16f2b1d11e63cb28f23031fc6d0efe5bc490a6fa3b17899c24f1,1
2020-05-24T02:21:52.000Z,636470,0.38970873,cf6c1e41de0baaf4c108300704ec5fef4580c1095c5a913269b7e93345283c45,1
2020-05-24T01:57:54.000Z,636466,0.39037604,260e048ad10ec2b58a710dc0c302d5c4bb923c37a39b33bc3f505fde172bad07,1
2020-05-24T01:56:21.000Z,636465,0.38915764,0d68365035a965a1eadee2ba75e335508933c581ae557255a1461a4dc0d10b5c,1
2020-05-24T01:41:04.000Z,636461,11.64978268,6b7579c49b0baa2d3cba896b55533c39a91cb5460d661a3d41eed99a3e5696f1,1
2020-05-24T01:30:03.000Z,636457,0.98401322,bce4bcd1ecb176e6a719e7bb153ad475bbcdca0de5d65eccd9e8e8f9df2a5841,1
2020-05-24T01:25:27.000Z,636456,0.39081149,044aefba153d415019e536b85b7e93051bdeef5c807ddb6abe83509cc470f3e7,1
2020-05-23T18:29:39.000Z,636417,0.04754622,8d70cd2d1188535f2eed8fe09278f6d6250f266e643281a75dc8ceabf141a55c,1
2020-05-23T17:01:39.000Z,636411,0.3947012,d204931d7532cbed36a125163aecf31887474ecb4e393efea6faa70e0ecc546d,1
2020-05-23T06:41:19.000Z,636370,0.39014867,11525dd996bf6de14ef56aa76f579f66d59062089bf4cdd4036ee4511f3de333,1
2020-05-23T04:52:36.000Z,636339,0.38748314,a494ac8350d40f9d7c3340623cfa41998a69338c93d7c471f850651f3215eaba,1
2020-05-22T21:49:37.000Z,636276,111.13206236,7a8fb39eb307538f3a64c947849c73ea8d1d3b726bf112959a3304e41d71d496,1
2020-05-22T21:09:23.000Z,636275,0.43321457,0d2d0a70c48ba703313a1f2d584d1bde58b0f65567e65fe496bab71978a08842,1
2020-05-22T21:04:53.000Z,636274,0.04765273,bafff97e6a59249634a94b10e68a07670718a18d8b9755b61f6ef155f0d6cd70,1
2020-05-22T19:53:50.000Z,636267,0.04765267,7d353e5bc321abf2c682cfe196fe43d3a8112d7cc44bd589c57f2bafb5acb67f,1
2020-05-22T17:50:38.000Z,636264,0.39358075,a664322db169c22b1f27a1cd7f34e7a1ff0106880649d61ddccbda1e401dab9e,1
2020-05-22T17:13:23.000Z,636262,0.39180148,fc5fc532dd3833186445830063271a62543386a958af2300ea94b14d2812e1cf,1
2020-05-22T16:58:33.000Z,636257,0.39168994,5ebe00aac649cde768b79ae937cb60dda413f3426685393763823151c54d00ea,1
2020-05-22T16:36:57.000Z,636256,0.39481264,875a43e4f1d79996ba35bec72ced8c6457791e2717e73c4ce2dd4ef685567a23,1
2020-05-22T16:36:57.000Z,636256,0.39469794,878bda8658c30147657a1bd85719187c92a45330dbea32d8ec09e8d820b54299,1
2020-05-22T15:15:01.000Z,636253,0.39681658,cb2f0c9d8badc2c86bdbce26d16aa59c275808c9e455d970788f9be74933fe93,1
2020-05-22T14:54:36.000Z,636251,0.39670864,57479b477d3305b3661a002bf8d0703b2876427b11df7896928fc2a35402a4d0,1
2020-05-22T14:54:36.000Z,636251,0.39726873,8401646bfcc25c58768106ea28992f27ce11d0b2a1ba66b028c11103fdc4eca2,1
2020-05-22T05:32:15.000Z,636219,0.41007419,771a6b43931b46ee2262bf9af0d42f3f5b69908eed4dbe09c716c574e8319889,1
2020-05-22T05:10:38.000Z,636216,0.41185929,75146c7979b5355b29d0ac6c7ed0b6389d40a5121473517c029784cd8751ec63,1
2020-05-22T04:28:25.000Z,636200,0.45562013,757e4d4f3ef1f8656abe7fb318bdbf1a06c70f78094b572d1e8f04393081a717,1
2020-05-06T19:23:02.000Z,633955,6.18047137,03a36a67afd2485054626c3f02db5df1d89885cd2e41d1e1a48a6999fa24bc3f,1

