Date,Height,TokenQty,TXID,Vout
2021-03-31T16:00:09.000Z,681146,220.51483243,5c99a5cf57f2417f9779607f116f88c6f0c6eb4f8038c10ec62b22406d72a059,1
2021-03-25T18:48:57.000Z,680318,357.27086696,156dcd4c392d2a8eb298e9bbf508b459df03b3cf16f7e9414b44e0fe87374be1,1
2021-03-22T20:45:13.000Z,679895,207.190855,39c914b6672b59a7c3cc9d3704367ca3720a847bd513f792ead4729353cacd14,1
2021-03-21T10:16:25.000Z,679693,314.97743589,2e19aad79a5b84051da73f32d24e73d7d93a55b237eb762a2a8a4f0e21f84a9a,1
2021-03-20T04:13:17.000Z,679498,203.24700011,b90d7ae4caf684bf0727cde617866eaa836e6f90c4e7b5443c2750071e29bb2f,1
2021-03-17T19:49:50.000Z,679152,204.13289578,6c5723a2cfa5749e7be444d06679d2aa85953d5feb5adc7ccff0937ab2a8b32c,1
2021-03-14T22:54:13.000Z,678789,313.62631133,a1a7cf0eae6451111c302e133b2e01c13a49edd26613671463f213779a39d507,1
2021-03-13T21:17:55.000Z,678608,76.89406667,392fdb2372fcc835eb8895c15d630415c9c9a2460045b3c17f26e835ff101274,1
2021-03-13T21:17:55.000Z,678608,27.66948253,667b94c33b6c82c3b1ca4a8ca137202f3f18a3edb13f9a5dbd97d077763e2401,1
2021-03-13T21:03:18.000Z,678607,36.21319978,483d8a84a26021cf8a926aa219e8d0005302a14e0618a359f7a72387ed5cc7bd,1
2021-03-13T20:53:43.000Z,678605,17.69782027,f2f823c8e3993be4ba862140fa0e425fdef3aba1650eb0c9cb40eec31c8a6c05,1
2021-03-12T09:43:11.000Z,678402,203.89940468,6e9f0cf104c9a8825842da17cf1af1244f61783acd6e5ed60e70ac451596be54,1
2021-03-12T02:43:09.000Z,678344,0.1,f09461cab4449dd4c7bc01b28a86623c73cb4ee8d992e758a7a84aefd3ea871c,2
2021-03-12T02:35:09.000Z,678342,0.19662978,528d2a1a962d71ebd301f3cb052eb9cca1276a5f7d20f445db72c10470356a88,1
2021-03-12T02:00:18.000Z,678333,0.19599722,7e6528fe52e4b06fe61a563d5275e22133a7e386506529a6ac757cbee03cf7df,1
2021-03-11T17:09:28.000Z,678273,204.98353601,33369bb41b5eb203c67fd8031e0f22650719c349eff63575485086ed60df0fe7,1
2021-03-09T05:59:59.000Z,678013,11337.44493063,cdbd5acea8021e5551caa7a19d6f25b6f3560fbb0a4d7e0d6afaeebc25bd42ed,1
2021-03-09T05:35:09.000Z,678008,14583.53315136,10ab0f6f8088fc89798a602cc0e1893e7448fd1192f620c3e6217fe89e33c7b5,1
2021-03-02T19:50:03.000Z,677041,1,1e614e3648cf3fa589506e398c9e34f683f71667b887fb86efc2fd8c95112d48,2

