Date,Height,TokenQty,TXID,Vout
2020-06-30T10:21:54.000Z,641848,4702.1587302,5ff7d36bcfc84e5b6724dd1734b8a493efdfa5e7f11beef57424bec3cb44c5ba,1
2020-06-30T09:01:19.000Z,641842,548.239,3d9b24fd679bdd215745c210cacc02ab107ea1b1b65cc0888a9d63c5bba950cb,1
2020-06-30T06:50:27.000Z,641799,2.03798145,8d2bcf3166820db65f2d9915e3a613a258a83a4fbb24678e97f5f9e0b0714fb4,1
2020-06-29T02:23:48.000Z,641640,100,b5bbd08d0e6918b15e524ca30748c5a8371f3c0afe781d634f60038556d5d957,1
2020-06-10T01:13:10.000Z,638901,1.858079,9348847373acf4b0bceea1bd9677e3ecffd643376c81c6667590cd2bf265aefa,1
2020-06-06T21:26:42.000Z,638451,0.12903195,04a2965822e019ecde76058af75159cd14f02a62819d6eeaf5867b23380009e5,1

